zs[m]              temperatures[K]   pressures[Pa]     rhos[kg/m^3]      kappas[m^2/kg]    gamma1s[1]        nablaads[1]       entropies[J/K]
4.702290766e+08   6.317141100e+06   7.777278809e+14   9.165643518e+03   3.673650440e-01   1.667733908e+00   3.971927762e-01   9.175698704e+03
4.708632406e+08   6.333984307e+06   7.878234375e+14   9.260176685e+03   3.659349595e-01   1.667739391e+00   3.971929848e-01   9.269893874e+03
4.714973091e+08   6.350892148e+06   7.980500977e+14   9.355663189e+03   3.645113855e-01   1.667744637e+00   3.971932828e-01   9.365025550e+03
4.721312927e+08   6.367865241e+06   8.084095703e+14   9.452110038e+03   3.630942186e-01   1.667750120e+00   3.971932828e-01   9.461102267e+03
4.727652031e+08   6.384904231e+06   8.189036621e+14   9.549528728e+03   3.616834302e-01   1.667756081e+00   3.971933424e-01   9.558133477e+03
4.733990524e+08   6.402009799e+06   8.295344727e+14   9.647933904e+03   3.602790265e-01   1.667761803e+00   3.971931040e-01   9.656131778e+03
4.740328540e+08   6.419182651e+06   8.403035156e+14   9.747329153e+03   3.588808461e-01   1.667767763e+00   3.971929550e-01   9.755102691e+03
4.746666220e+08   6.436423532e+06   8.512132813e+14   9.847737080e+03   3.574889954e-01   1.667773962e+00   3.971923888e-01   9.855062816e+03
4.753003716e+08   6.453733219e+06   8.622650391e+14   9.949153400e+03   3.561031960e-01   1.667779922e+00   3.971918523e-01   9.956014318e+03
4.759341193e+08   6.471112531e+06   8.734615234e+14   1.005160523e+04   3.547236096e-01   1.667785883e+00   3.971910775e-01   1.005797602e+04
4.765678828e+08   6.488562326e+06   8.848046875e+14   1.015508992e+04   3.533499515e-01   1.667792320e+00   3.971903622e-01   1.016095740e+04
4.772016809e+08   6.506083500e+06   8.962965820e+14   1.025962722e+04   3.519822346e-01   1.667798519e+00   3.971894979e-01   1.026496875e+04
4.778355343e+08   6.523676997e+06   9.079394531e+14   1.036522158e+04   3.506202761e-01   1.667805433e+00   3.971888125e-01   1.037002229e+04
4.784694649e+08   6.541343817e+06   9.197357422e+14   1.047189195e+04   3.492640759e-01   1.667811513e+00   3.971880376e-01   1.047613211e+04
4.791034965e+08   6.559085010e+06   9.316875977e+14   1.057964616e+04   3.479134864e-01   1.667817593e+00   3.971872628e-01   1.058330858e+04
4.797376544e+08   6.576901684e+06   9.437978516e+14   1.068850304e+04   3.465684891e-01   1.667823792e+00   3.971866667e-01   1.069156948e+04
4.803719652e+08   6.594795010e+06   9.560686523e+14   1.079847819e+04   3.452290160e-01   1.667829871e+00   3.971859217e-01   1.080092441e+04
4.810064578e+08   6.612766224e+06   9.685026367e+14   1.090958109e+04   3.438949171e-01   1.667835951e+00   3.971852362e-01   1.091138810e+04
4.816411630e+08   6.630816629e+06   9.811028320e+14   1.102183165e+04   3.425661656e-01   1.667842150e+00   3.971846104e-01   1.102297923e+04
4.822761135e+08   6.648947602e+06   9.938718750e+14   1.113524492e+04   3.412426706e-01   1.667847872e+00   3.971840441e-01   1.113571161e+04
4.829113439e+08   6.667160594e+06   1.006812598e+15   1.124983662e+04   3.399243263e-01   1.667853594e+00   3.971833885e-01   1.124960075e+04
4.835468907e+08   6.685457126e+06   1.019928125e+15   1.136562690e+04   3.386110728e-01   1.667859077e+00   3.971828818e-01   1.136466497e+04
4.841827927e+08   6.703838801e+06   1.033221387e+15   1.148262951e+04   3.373027685e-01   1.667864799e+00   3.971823752e-01   1.148091988e+04
4.848190906e+08   6.722307294e+06   1.046695801e+15   1.160086604e+04   3.359993515e-01   1.667870522e+00   3.971818984e-01   1.159838596e+04
4.854558268e+08   6.740864358e+06   1.060354492e+15   1.172035930e+04   3.347007643e-01   1.667875767e+00   3.971814811e-01   1.171707992e+04
4.860930452e+08   6.759511816e+06   1.074201172e+15   1.184112390e+04   3.334068456e-01   1.667880774e+00   3.971810639e-01   1.183702438e+04
4.867307919e+08   6.778251558e+06   1.088239258e+15   1.196317951e+04   3.321174824e-01   1.667886376e+00   3.971808851e-01   1.195823810e+04
4.873691137e+08   6.797085537e+06   1.102472559e+15   1.208655423e+04   3.308326485e-01   1.667891264e+00   3.971806169e-01   1.208074361e+04
4.880080585e+08   6.816015760e+06   1.116904492e+15   1.221126820e+04   3.295522309e-01   1.667896390e+00   3.971804678e-01   1.220455852e+04
4.886476749e+08   6.835044271e+06   1.131539160e+15   1.233733952e+04   3.282760844e-01   1.667901278e+00   3.971802294e-01   1.232970740e+04
4.892880110e+08   6.854173139e+06   1.146380762e+15   1.246479781e+04   3.270041842e-01   1.667905569e+00   3.971801996e-01   1.245621526e+04
4.899291146e+08   6.873404435e+06   1.161432910e+15   1.259365821e+04   3.257363567e-01   1.667910576e+00   3.971801996e-01   1.258410021e+04
4.905710318e+08   6.892740211e+06   1.176700000e+15   1.272395346e+04   3.244726183e-01   1.667915225e+00   3.971802890e-01   1.271338836e+04
4.912138062e+08   6.912182470e+06   1.192186328e+15   1.285570015e+04   3.232128242e-01   1.667919874e+00   3.971804380e-01   1.284410425e+04
4.918574780e+08   6.931733126e+06   1.207895313e+15   1.298891964e+04   3.219568891e-01   1.667924285e+00   3.971806467e-01   1.297626262e+04
4.925020824e+08   6.951393972e+06   1.223831738e+15   1.312364174e+04   3.207048355e-01   1.667928457e+00   3.971808851e-01   1.310989258e+04
4.931476484e+08   6.971166631e+06   1.239999707e+15   1.325988590e+04   3.194566051e-01   1.667932868e+00   3.971812129e-01   1.324501569e+04
4.937941975e+08   6.991052507e+06   1.256402832e+15   1.339766863e+04   3.182121408e-01   1.667937517e+00   3.971815705e-01   1.338164819e+04
4.944417417e+08   7.011052728e+06   1.273044922e+15   1.353701043e+04   3.169714606e-01   1.667941809e+00   3.971821368e-01   1.351980849e+04
4.950902823e+08   7.031168090e+06   1.289929395e+15   1.367793029e+04   3.157346177e-01   1.667946339e+00   3.971824348e-01   1.365951107e+04
4.957398076e+08   7.051398996e+06   1.307060254e+15   1.382043791e+04   3.145016221e-01   1.667950630e+00   3.971829414e-01   1.380077694e+04
4.963902917e+08   7.071745395e+06   1.324439258e+15   1.396454627e+04   3.132725756e-01   1.667955160e+00   3.971833885e-01   1.394360402e+04
4.970416929e+08   7.092206726e+06   1.342069824e+15   1.411025974e+04   3.120475671e-01   1.667959690e+00   3.971837759e-01   1.408800845e+04
4.976939525e+08   7.112781865e+06   1.359953320e+15   1.425758225e+04   3.108267465e-01   1.667964220e+00   3.971842825e-01   1.423398583e+04
4.983469932e+08   7.133469084e+06   1.378091504e+15   1.440651505e+04   3.096103246e-01   1.667969108e+00   3.971846402e-01   1.438153702e+04
4.990007196e+08   7.154266027e+06   1.396485059e+15   1.455704609e+04   3.083984660e-01   1.667973280e+00   3.971850276e-01   1.453065295e+04
4.996550176e+08   7.175169688e+06   1.415134570e+15   1.470916425e+04   3.071914230e-01   1.667978525e+00   3.971855342e-01   1.468132506e+04
5.003097552e+08   7.196176429e+06   1.434039453e+15   1.486285911e+04   3.059895324e-01   1.667983174e+00   3.971858621e-01   1.483353421e+04
5.009647837e+08   7.217282008e+06   1.453198047e+15   1.501809928e+04   3.047930218e-01   1.667987585e+00   3.971862197e-01   1.498725184e+04
5.016199402e+08   7.238481635e+06   1.472609473e+15   1.517486663e+04   3.036023000e-01   1.667992353e+00   3.971866071e-01   1.514245915e+04
5.022750500e+08   7.259770051e+06   1.492270996e+15   1.533312110e+04   3.024176467e-01   1.667997837e+00   3.971870542e-01   1.529911983e+04
5.029299303e+08   7.281141636e+06   1.512180078e+15   1.549284128e+04   3.012395356e-01   1.668002725e+00   3.971872628e-01   1.545720113e+04
5.035843936e+08   7.302590532e+06   1.532333398e+15   1.565398167e+04   3.000682784e-01   1.668007612e+00   3.971875906e-01   1.561666363e+04
5.042382530e+08   7.324110780e+06   1.552727441e+15   1.581650419e+04   2.989042622e-01   1.668012619e+00   3.971878886e-01   1.577746705e+04
5.048913257e+08   7.345696473e+06   1.573358594e+15   1.598037102e+04   2.977478851e-01   1.668017626e+00   3.971880674e-01   1.593957092e+04
5.055434381e+08   7.367341900e+06   1.594223437e+15   1.614554249e+04   2.965995045e-01   1.668022990e+00   3.971883059e-01   1.610293723e+04
5.061944292e+08   7.389041693e+06   1.615318555e+15   1.631198771e+04   2.954595196e-01   1.668028355e+00   3.971883655e-01   1.626752815e+04
5.068441547e+08   7.410790962e+06   1.636640234e+15   1.647966749e+04   2.943282516e-01   1.668033838e+00   3.971885145e-01   1.643330267e+04
5.074924902e+08   7.432585408e+06   1.658186133e+15   1.664855019e+04   2.932060253e-01   1.668038845e+00   3.971886039e-01   1.660023304e+04
5.081393329e+08   7.454421412e+06   1.679954102e+15   1.681861509e+04   2.920932172e-01   1.668044090e+00   3.971886039e-01   1.676829257e+04
5.087846032e+08   7.476296112e+06   1.701941992e+15   1.698984193e+04   2.909902026e-01   1.668049574e+00   3.971884549e-01   1.693745343e+04
5.094282456e+08   7.498207436e+06   1.724149414e+15   1.716221027e+04   2.898973551e-01   1.668055058e+00   3.971884549e-01   1.710770401e+04
5.100702288e+08   7.520154117e+06   1.746575781e+15   1.733571788e+04   2.888144144e-01   1.668059945e+00   3.971882164e-01   1.727902915e+04
5.107105459e+08   7.542135538e+06   1.769221680e+15   1.751035906e+04   2.877369071e-01   1.668065310e+00   3.971879482e-01   1.745142401e+04
5.113492122e+08   7.564151664e+06   1.792088477e+15   1.768614460e+04   2.866644048e-01   1.668070078e+00   3.971876204e-01   1.762489011e+04
5.119862626e+08   7.586203135e+06   1.815178320e+15   1.786307031e+04   2.855971033e-01   1.668075681e+00   3.971873224e-01   1.779943500e+04
5.126217489e+08   7.608291227e+06   1.838493750e+15   1.804114989e+04   2.845351993e-01   1.668080568e+00   3.971869648e-01   1.797506836e+04
5.132557373e+08   7.630417766e+06   1.862038281e+15   1.822040583e+04   2.834788593e-01   1.668085933e+00   3.971866369e-01   1.815180778e+04
5.138883057e+08   7.652585044e+06   1.885815430e+15   1.840085081e+04   2.824281121e-01   1.668090582e+00   3.971863687e-01   1.832966933e+04
5.145195408e+08   7.674795733e+06   1.909830273e+15   1.858251522e+04   2.813830414e-01   1.668095231e+00   3.971863091e-01   1.850868280e+04
5.151495358e+08   7.697052789e+06   1.934086719e+15   1.876542661e+04   2.803436743e-01   1.668099642e+00   3.971861899e-01   1.868886540e+04
5.157783873e+08   7.719359373e+06   1.958590039e+15   1.894961109e+04   2.793099979e-01   1.668104410e+00   3.971861899e-01   1.887024640e+04
5.164061936e+08   7.741718767e+06   1.983345312e+15   1.913510418e+04   2.782820414e-01   1.668108702e+00   3.971862197e-01   1.905285225e+04
5.170330524e+08   7.764134301e+06   2.008358398e+15   1.932193390e+04   2.772597732e-01   1.668112993e+00   3.971862495e-01   1.923671607e+04
5.176590588e+08   7.786609289e+06   2.033634375e+15   1.951013540e+04   2.762432056e-01   1.668116570e+00   3.971864581e-01   1.942186280e+04
5.182843043e+08   7.809146973e+06   2.059178906e+15   1.969973312e+04   2.752322927e-01   1.668120146e+00   3.971867263e-01   1.960832246e+04
5.189088751e+08   7.831750478e+06   2.084997266e+15   1.989076852e+04   2.742271037e-01   1.668123722e+00   3.971870542e-01   1.979612097e+04
5.195328514e+08   7.854422770e+06   2.111095117e+15   2.008326266e+04   2.732276033e-01   1.668126941e+00   3.971874416e-01   1.998528761e+04
5.201563070e+08   7.877166633e+06   2.137477148e+15   2.027724360e+04   2.722338148e-01   1.668130279e+00   3.971877992e-01   2.017584230e+04
5.207793083e+08   7.899984646e+06   2.164149414e+15   2.047275169e+04   2.712458654e-01   1.668133497e+00   3.971884549e-01   2.036781770e+04
5.214019144e+08   7.922879169e+06   2.191115234e+15   2.066978593e+04   2.702636715e-01   1.668135762e+00   3.971890509e-01   2.056122074e+04
5.220241775e+08   7.945852343e+06   2.218380273e+15   2.086839387e+04   2.692874500e-01   1.668138146e+00   3.971897364e-01   2.075608040e+04
5.226461422e+08   7.968906089e+06   2.245949023e+15   2.106858700e+04   2.683172573e-01   1.668140173e+00   3.971903920e-01   2.095241469e+04
5.232678462e+08   7.992042114e+06   2.273825977e+15   2.127038471e+04   2.673532277e-01   1.668142438e+00   3.971912265e-01   2.115024171e+04
5.238893209e+08   8.015261879e+06   2.302014648e+15   2.147381184e+04   2.663945315e-01   1.668143511e+00   3.971921206e-01   2.134957067e+04
5.245105925e+08   8.038566494e+06   2.330518945e+15   2.167887437e+04   2.654379081e-01   1.668144107e+00   3.971930444e-01   2.155041505e+04
5.251316829e+08   8.061956794e+06   2.359342773e+15   2.188559156e+04   2.644835650e-01   1.668145418e+00   3.971939385e-01   2.175278862e+04
5.257526095e+08   8.085433475e+06   2.388489648e+15   2.209398362e+04   2.635319100e-01   1.668145895e+00   3.971949220e-01   2.195670165e+04
5.263733846e+08   8.108997095e+06   2.417962891e+15   2.230405871e+04   2.625832204e-01   1.668146253e+00   3.971957862e-01   2.216216270e+04
5.269940170e+08   8.132648095e+06   2.447766211e+15   2.251583028e+04   2.616377377e-01   1.668146133e+00   3.971967101e-01   2.236918394e+04
5.276145119e+08   8.156386801e+06   2.477901562e+15   2.272930777e+04   2.606956443e-01   1.668146610e+00   3.971976936e-01   2.257776162e+04
5.282348712e+08   8.180213440e+06   2.508373633e+15   2.294450685e+04   2.597571271e-01   1.668146372e+00   3.971985877e-01   2.278791693e+04
5.288550947e+08   8.204128150e+06   2.539183203e+15   2.316141728e+04   2.588222250e-01   1.668146133e+00   3.971995711e-01   2.299963564e+04
5.294751797e+08   8.228130992e+06   2.570334570e+15   2.338006618e+04   2.578911310e-01   1.668145657e+00   3.972004652e-01   2.321293547e+04
5.300951215e+08   8.252221955e+06   2.601829687e+15   2.360045689e+04   2.569639171e-01   1.668144941e+00   3.972013891e-01   2.342781297e+04
5.307149140e+08   8.276400974e+06   2.633671484e+15   2.382259224e+04   2.560406454e-01   1.668144345e+00   3.972023726e-01   2.364427352e+04
5.313345497e+08   8.300667928e+06   2.665862109e+15   2.404648120e+04   2.551213914e-01   1.668143153e+00   3.972031474e-01   2.386231498e+04
5.319540199e+08   8.325022651e+06   2.698404297e+15   2.427212754e+04   2.542062055e-01   1.668142080e+00   3.972040117e-01   2.408194214e+04
5.325733154e+08   8.349464939e+06   2.731300195e+15   2.449953133e+04   2.532951125e-01   1.668141127e+00   3.972048163e-01   2.430315292e+04
5.331924259e+08   8.373994544e+06   2.764551758e+15   2.472870242e+04   2.523881753e-01   1.668139696e+00   3.972055912e-01   2.452594415e+04
5.338113403e+08   8.398611193e+06   2.798161719e+15   2.495965087e+04   2.514854630e-01   1.668138504e+00   3.972063959e-01   2.475031955e+04
5.344300471e+08   8.423314580e+06   2.832132422e+15   2.519236701e+04   2.505869456e-01   1.668137431e+00   3.972071409e-01   2.497627940e+04
5.350485344e+08   8.448104370e+06   2.866464648e+15   2.542686683e+04   2.496927068e-01   1.668135643e+00   3.972077668e-01   2.520381032e+04
5.356667898e+08   8.472980199e+06   2.901161914e+15   2.566314327e+04   2.488027307e-01   1.668134570e+00   3.972084224e-01   2.543292300e+04
5.362848001e+08   8.497941673e+06   2.936225781e+15   2.590120403e+04   2.479170523e-01   1.668133020e+00   3.972091079e-01   2.566361099e+04
5.369025522e+08   8.522988375e+06   2.971657812e+15   2.614105492e+04   2.470357090e-01   1.668131590e+00   3.972096145e-01   2.589586797e+04
5.375200324e+08   8.548119863e+06   3.007460352e+15   2.638269397e+04   2.461587023e-01   1.668130398e+00   3.972101510e-01   2.612969449e+04
5.381372265e+08   8.573335662e+06   3.043634961e+15   2.662612375e+04   2.452860489e-01   1.668128729e+00   3.972106278e-01   2.636508435e+04
5.387541202e+08   8.598635271e+06   3.080183008e+15   2.687134157e+04   2.444177483e-01   1.668127537e+00   3.972110450e-01   2.660202985e+04
5.393706985e+08   8.624018160e+06   3.117107617e+15   2.711836349e+04   2.435538695e-01   1.668126583e+00   3.972114325e-01   2.684053846e+04
5.399869460e+08   8.649483764e+06   3.154408789e+15   2.736717068e+04   2.426943489e-01   1.668125629e+00   3.972119093e-01   2.708059095e+04
5.406028471e+08   8.675031497e+06   3.192088867e+15   2.761778236e+04   2.418392786e-01   1.668124437e+00   3.972122073e-01   2.732218831e+04
5.412183859e+08   8.700660742e+06   3.230149219e+15   2.787017829e+04   2.409885923e-01   1.668123484e+00   3.972124755e-01   2.756532333e+04
5.418335459e+08   8.726370838e+06   3.268591016e+15   2.812438129e+04   2.401423917e-01   1.668122768e+00   3.972126544e-01   2.780998731e+04
5.424483099e+08   8.752161103e+06   3.307416406e+15   2.838037340e+04   2.393006327e-01   1.668121815e+00   3.972130120e-01   2.805617999e+04
5.430626610e+08   8.778030820e+06   3.346624609e+15   2.863816020e+04   2.384633541e-01   1.668121576e+00   3.972131908e-01   2.830387652e+04
5.436765808e+08   8.803979226e+06   3.386219531e+15   2.889774263e+04   2.376305831e-01   1.668121099e+00   3.972133696e-01   2.855309188e+04
5.442900512e+08   8.830005528e+06   3.426200391e+15   2.915911406e+04   2.368023209e-01   1.668120861e+00   3.972135186e-01   2.880380171e+04
5.449030533e+08   8.856108904e+06   3.466568359e+15   2.942228236e+04   2.359786262e-01   1.668120980e+00   3.972136974e-01   2.905599834e+04
5.455155681e+08   8.882288498e+06   3.507325781e+15   2.968723436e+04   2.351594842e-01   1.668121219e+00   3.972137570e-01   2.930968410e+04
5.461275756e+08   8.908543407e+06   3.548470312e+15   2.995397205e+04   2.343449340e-01   1.668121099e+00   3.972138464e-01   2.956482257e+04
5.467390556e+08   8.934872681e+06   3.590005469e+15   3.022248600e+04   2.335349794e-01   1.668121815e+00   3.972139955e-01   2.982142640e+04
5.473499871e+08   8.961275342e+06   3.631930859e+15   3.049278647e+04   2.327296925e-01   1.668121815e+00   3.972140551e-01   3.007947601e+04
5.479603489e+08   8.987750378e+06   3.674247266e+15   3.076485889e+04   2.319290718e-01   1.668122768e+00   3.972141743e-01   3.033896185e+04
5.485701193e+08   9.014296731e+06   3.716953906e+15   3.103869516e+04   2.311331328e-01   1.668123960e+00   3.972143233e-01   3.059986188e+04
5.491792761e+08   9.040913312e+06   3.760051953e+15   3.131430701e+04   2.303419657e-01   1.668125153e+00   3.972142339e-01   3.086217045e+04
5.497877965e+08   9.067598985e+06   3.803541797e+15   3.159165974e+04   2.295555210e-01   1.668126345e+00   3.972145617e-01   3.112587582e+04
5.503956574e+08   9.094352569e+06   3.847422656e+15   3.187076581e+04   2.287738996e-01   1.668128014e+00   3.972146213e-01   3.139095710e+04
5.510028355e+08   9.121172864e+06   3.891694531e+15   3.215159395e+04   2.279970717e-01   1.668129563e+00   3.972148895e-01   3.165740011e+04
5.516093073e+08   9.148058624e+06   3.936357422e+15   3.243414874e+04   2.272251205e-01   1.668131471e+00   3.972151875e-01   3.192519111e+04
5.522150478e+08   9.175008535e+06   3.981410938e+15   3.271841108e+04   2.264580659e-01   1.668133140e+00   3.972155750e-01   3.219431367e+04
5.528200320e+08   9.202021250e+06   4.026853906e+15   3.300438180e+04   2.256960019e-01   1.668134451e+00   3.972159326e-01   3.246474551e+04
5.534242344e+08   9.229095396e+06   4.072686328e+15   3.329204321e+04   2.249389697e-01   1.668136597e+00   3.972164690e-01   3.273647421e+04
5.540276291e+08   9.256229554e+06   4.118907812e+15   3.358139038e+04   2.241870579e-01   1.668137789e+00   3.972169459e-01   3.300948461e+04
5.546301895e+08   9.283422261e+06   4.165514844e+15   3.387239046e+04   2.234402925e-01   1.668139696e+00   3.972175717e-01   3.328373721e+04
5.552318887e+08   9.310672022e+06   4.212510156e+15   3.416506791e+04   2.226988809e-01   1.668141842e+00   3.972181976e-01   3.355924272e+04
5.558326991e+08   9.337977307e+06   4.259888672e+15   3.445937536e+04   2.219628455e-01   1.668143511e+00   3.972189128e-01   3.383595029e+04
5.564325927e+08   9.365336548e+06   4.307651172e+15   3.475532242e+04   2.212323954e-01   1.668144941e+00   3.972195983e-01   3.411385604e+04
5.570315411e+08   9.392748160e+06   4.355796484e+15   3.505288758e+04   2.205076838e-01   1.668146849e+00   3.972203135e-01   3.439294107e+04
5.576295154e+08   9.420210528e+06   4.404320703e+15   3.535204907e+04   2.197889091e-01   1.668148398e+00   3.972210586e-01   3.467316553e+04
5.582264862e+08   9.447722017e+06   4.453223437e+15   3.565279668e+04   2.190763476e-01   1.668149948e+00   3.972218037e-01   3.495451770e+04
5.588224235e+08   9.475280993e+06   4.502501953e+15   3.595512291e+04   2.183707503e-01   1.668151140e+00   3.972226083e-01   3.523696793e+04
5.594172960e+08   9.502885830e+06   4.552154297e+15   3.625900097e+04   2.176725984e-01   1.668152452e+00   3.972232640e-01   3.552049312e+04
5.600110730e+08   9.530534868e+06   4.602178125e+15   3.656440735e+04   2.169811401e-01   1.668154001e+00   3.972241879e-01   3.580506768e+04
5.606037240e+08   9.558226346e+06   4.652570703e+15   3.687134423e+04   2.162957657e-01   1.668155193e+00   3.972248137e-01   3.609066390e+04
5.611952185e+08   9.585958411e+06   4.703328906e+15   3.717977793e+04   2.156158525e-01   1.668156147e+00   3.972254694e-01   3.637725189e+04
5.617855266e+08   9.613729116e+06   4.754450000e+15   3.748968590e+04   2.149408704e-01   1.668157339e+00   3.972260952e-01   3.666480568e+04
5.623746186e+08   9.641536440e+06   4.805932812e+15   3.780106616e+04   2.142704017e-01   1.668158412e+00   3.972267509e-01   3.695331201e+04
5.629624652e+08   9.669378313e+06   4.857772266e+15   3.811389816e+04   2.136040213e-01   1.668159008e+00   3.972272873e-01   3.724272846e+04
5.635490372e+08   9.697252578e+06   4.909966406e+15   3.842815957e+04   2.129413345e-01   1.668160200e+00   3.972278237e-01   3.753303735e+04
5.641343050e+08   9.725156991e+06   4.962509766e+15   3.874382917e+04   2.122819849e-01   1.668160319e+00   3.972282112e-01   3.782419521e+04
5.647182406e+08   9.753089298e+06   5.015402734e+15   3.906088610e+04   2.116256328e-01   1.668161154e+00   3.972287178e-01   3.811620359e+04
5.653008165e+08   9.781047218e+06   5.068638672e+15   3.937933773e+04   2.109720188e-01   1.668161154e+00   3.972290456e-01   3.840901144e+04
5.658820047e+08   9.809028375e+06   5.122216406e+15   3.969913308e+04   2.103207544e-01   1.668161869e+00   3.972291946e-01   3.870260998e+04
5.664617773e+08   9.837030335e+06   5.176130469e+15   4.002027812e+04   2.096715897e-01   1.668161511e+00   3.972294927e-01   3.899695891e+04
5.670401077e+08   9.865050655e+06   5.230378516e+15   4.034273818e+04   2.090241776e-01   1.668161988e+00   3.972297013e-01   3.929204198e+04
5.676169692e+08   9.893086825e+06   5.284955859e+15   4.066650029e+04   2.083782081e-01   1.668161869e+00   3.972297907e-01   3.958782627e+04
5.681923349e+08   9.921136266e+06   5.339858984e+15   4.099156076e+04   2.077333873e-01   1.668161631e+00   3.972297013e-01   3.988428850e+04
5.687661798e+08   9.949196414e+06   5.395083984e+15   4.131787381e+04   2.070893008e-01   1.668161511e+00   3.972297311e-01   4.018140299e+04
5.693384794e+08   9.977264667e+06   5.450626172e+15   4.164545735e+04   2.064456438e-01   1.668161154e+00   3.972295523e-01   4.047913907e+04
5.699092089e+08   1.000533835e+07   5.506482422e+15   4.197426400e+04   2.058020115e-01   1.668160439e+00   3.972294331e-01   4.077747848e+04
5.704783445e+08   1.003341497e+07   5.562648047e+15   4.230428845e+04   2.051614326e-01   1.668159723e+00   3.972291350e-01   4.107639132e+04
5.710458620e+08   1.006149233e+07   5.619119141e+15   4.263549376e+04   2.045254957e-01   1.668159008e+00   3.972288370e-01   4.137585281e+04
5.716117350e+08   1.008956821e+07   5.675890234e+15   4.296786593e+04   2.038942070e-01   1.668158293e+00   3.972285092e-01   4.167582741e+04
5.721759371e+08   1.011764038e+07   5.732957422e+15   4.330140391e+04   2.032676131e-01   1.668157816e+00   3.972279429e-01   4.197629167e+04
5.727384435e+08   1.014570664e+07   5.790315234e+15   4.363604659e+04   2.026456204e-01   1.668157101e+00   3.972275257e-01   4.227721120e+04
5.732992289e+08   1.017376478e+07   5.847959375e+15   4.397179445e+04   2.020282612e-01   1.668156266e+00   3.972270787e-01   4.257856076e+04
5.738582688e+08   1.020181259e+07   5.905883984e+15   4.430862698e+04   2.014155286e-01   1.668155670e+00   3.972265422e-01   4.288030442e+04
5.744155398e+08   1.022984791e+07   5.964085156e+15   4.464650660e+04   2.008073721e-01   1.668154716e+00   3.972260356e-01   4.318242074e+04
5.749710189e+08   1.025786856e+07   6.022555859e+15   4.498542495e+04   2.002038060e-01   1.668154359e+00   3.972255290e-01   4.348486642e+04
5.755246838e+08   1.028587241e+07   6.081294531e+15   4.532536022e+04   1.996048122e-01   1.668153763e+00   3.972249627e-01   4.378763785e+04
5.760765131e+08   1.031385732e+07   6.140291797e+15   4.566627507e+04   1.990103411e-01   1.668152809e+00   3.972243667e-01   4.409067600e+04
5.766264861e+08   1.034182122e+07   6.199545703e+15   4.600816170e+04   1.984204011e-01   1.668152571e+00   3.972239196e-01   4.439397524e+04
5.771745835e+08   1.036976204e+07   6.259048437e+15   4.635099205e+04   1.978349587e-01   1.668152094e+00   3.972233832e-01   4.469748871e+04
5.777207860e+08   1.039767775e+07   6.318796875e+15   4.669474347e+04   1.972539906e-01   1.668151736e+00   3.972229064e-01   4.500120327e+04
5.782650751e+08   1.042556630e+07   6.378785156e+15   4.703939930e+04   1.966774847e-01   1.668151617e+00   3.972225189e-01   4.530508695e+04
5.788074331e+08   1.045342570e+07   6.439007812e+15   4.738493079e+04   1.961054055e-01   1.668151140e+00   3.972220719e-01   4.560911089e+04
5.793478451e+08   1.048125408e+07   6.499460156e+15   4.773133134e+04   1.955377534e-01   1.668151021e+00   3.972216547e-01   4.591325172e+04
5.798862958e+08   1.050904955e+07   6.560136719e+15   4.807856735e+04   1.949744786e-01   1.668151140e+00   3.972212374e-01   4.621748116e+04
5.804227694e+08   1.053681018e+07   6.621030469e+15   4.842661690e+04   1.944155573e-01   1.668150902e+00   3.972209394e-01   4.652176073e+04
5.809572514e+08   1.056453408e+07   6.682139844e+15   4.877546672e+04   1.938609784e-01   1.668150783e+00   3.972206414e-01   4.682609045e+04
5.814897305e+08   1.059221955e+07   6.743457812e+15   4.912510671e+04   1.933107305e-01   1.668151259e+00   3.972203434e-01   4.713043179e+04
5.820201954e+08   1.061986486e+07   6.804977344e+15   4.947548470e+04   1.927647278e-01   1.668151498e+00   3.972201049e-01   4.743474696e+04
5.825486348e+08   1.064746827e+07   6.866697656e+15   4.982662872e+04   1.922230283e-01   1.668151379e+00   3.972198069e-01   4.773904192e+04
5.830750399e+08   1.067502821e+07   6.928610156e+15   5.017847830e+04   1.916855284e-01   1.668151379e+00   3.972196281e-01   4.804326825e+04
5.835994010e+08   1.070254298e+07   6.990710156e+15   5.053103683e+04   1.911522389e-01   1.668151855e+00   3.972193897e-01   4.834740562e+04
5.841217086e+08   1.073001097e+07   7.052993750e+15   5.088427430e+04   1.906231136e-01   1.668151855e+00   3.972191811e-01   4.865143904e+04
5.846419569e+08   1.075743070e+07   7.115455469e+15   5.123818482e+04   1.900981407e-01   1.668152213e+00   3.972190917e-01   4.895534260e+04
5.851601409e+08   1.078480076e+07   7.178091406e+15   5.159275977e+04   1.895773055e-01   1.668152452e+00   3.972187936e-01   4.925910113e+04
5.856762546e+08   1.081211970e+07   7.240896875e+15   5.194795263e+04   1.890605228e-01   1.668152452e+00   3.972186446e-01   4.956269467e+04
5.861902930e+08   1.083938606e+07   7.303864844e+15   5.230378039e+04   1.885478209e-01   1.668152809e+00   3.972184360e-01   4.986608779e+04
5.867022536e+08   1.086659860e+07   7.366992969e+15   5.266021063e+04   1.880391431e-01   1.668153167e+00   3.972181678e-01   5.016927622e+04
5.872121349e+08   1.089375607e+07   7.430275781e+15   5.301723252e+04   1.875344609e-01   1.668152928e+00   3.972178102e-01   5.047223488e+04
