zs[m]              temperatures[K]   pressures[Pa]     rhos[kg/m^3]      kappas[m^2/kg]    gamma1s[1]        nablaads[1]       entropies[J/K]
2.113368741e+07   1.565204905e+05   6.577803940e+09   3.235868426e+00   7.623271053e+02   1.628308296e+00   3.647443652e-01   3.305320032e+00
2.123235096e+07   1.573283213e+05   6.671252102e+09   3.264066912e+00   7.483320572e+02   1.628927946e+00   3.650816977e-01   3.333994932e+00
2.133145926e+07   1.581405515e+05   6.765963882e+09   3.292476508e+00   7.345132057e+02   1.629546404e+00   3.654190302e-01   3.362888945e+00
2.143101428e+07   1.589572052e+05   6.861960888e+09   3.321101478e+00   7.208801119e+02   1.630163193e+00   3.657559156e-01   3.392006247e+00
2.153101809e+07   1.597783064e+05   6.959255785e+09   3.349939570e+00   7.074380774e+02   1.630778074e+00   3.660923541e-01   3.421346331e+00
2.163147284e+07   1.606038796e+05   7.057867199e+09   3.378993108e+00   6.941909316e+02   1.631390691e+00   3.664280474e-01   3.450911625e+00
2.173238075e+07   1.614339489e+05   7.157811522e+09   3.408260963e+00   6.811407084e+02   1.632000208e+00   3.667628169e-01   3.480703338e+00
2.183374409e+07   1.622685382e+05   7.259106636e+09   3.437745017e+00   6.682888861e+02   1.632606745e+00   3.670963049e-01   3.510723336e+00
2.193556507e+07   1.631076708e+05   7.361768931e+09   3.467448035e+00   6.556363659e+02   1.633209944e+00   3.674287498e-01   3.540972661e+00
2.203784557e+07   1.639513709e+05   7.465817779e+09   3.497379560e+00   6.431842365e+02   1.633813381e+00   3.677617311e-01   3.571453720e+00
2.214058734e+07   1.647996637e+05   7.571269572e+09   3.527540871e+00   6.309322064e+02   1.634416819e+00   3.680948913e-01   3.602167319e+00
2.224379219e+07   1.656525748e+05   7.678141445e+09   3.557931630e+00   6.188795220e+02   1.635019064e+00   3.684283197e-01   3.633114538e+00
2.234746203e+07   1.665101298e+05   7.786452770e+09   3.588552962e+00   6.070253478e+02   1.635620356e+00   3.687616289e-01   3.664297451e+00
2.245159881e+07   1.673723544e+05   7.896220684e+09   3.619405811e+00   5.953686360e+02   1.636219263e+00   3.690945804e-01   3.695716945e+00
2.255620457e+07   1.682392739e+05   8.007466048e+09   3.650492588e+00   5.839083116e+02   1.636816025e+00   3.694269061e-01   3.727375612e+00
2.266128140e+07   1.691109139e+05   8.120205253e+09   3.681812635e+00   5.726428714e+02   1.637408495e+00   3.697582185e-01   3.759273788e+00
2.276683154e+07   1.699872995e+05   8.234459907e+09   3.713366441e+00   5.615708108e+02   1.637997150e+00   3.700882792e-01   3.791414220e+00
2.287285732e+07   1.708684558e+05   8.350249380e+09   3.745156361e+00   5.506906869e+02   1.638580322e+00   3.704165518e-01   3.823798476e+00
2.297936115e+07   1.717544077e+05   8.467592299e+09   3.777182233e+00   5.400007510e+02   1.639157891e+00   3.707426786e-01   3.856427684e+00
2.308634559e+07   1.726451798e+05   8.586511016e+09   3.809445450e+00   5.294993181e+02   1.639728308e+00   3.710662127e-01   3.889304622e+00
2.319381334e+07   1.735407966e+05   8.707021922e+09   3.841945969e+00   5.191845296e+02   1.640290141e+00   3.713864684e-01   3.922429183e+00
2.330176724e+07   1.744412823e+05   8.829150349e+09   3.874685980e+00   5.090546635e+02   1.640843153e+00   3.717031479e-01   3.955805324e+00
2.341021009e+07   1.753466596e+05   8.952918649e+09   3.907667329e+00   4.991079474e+02   1.641386151e+00   3.720157743e-01   3.989435523e+00
2.351914451e+07   1.762569519e+05   9.078343958e+09   3.940898479e+00   4.893430468e+02   1.641922116e+00   3.723256886e-01   4.023319742e+00
2.362857286e+07   1.771721836e+05   9.205449373e+09   3.974384852e+00   4.797583459e+02   1.642452478e+00   3.726332784e-01   4.057460556e+00
2.373849755e+07   1.780923797e+05   9.334257990e+09   4.008126171e+00   4.703518432e+02   1.642976284e+00   3.729382753e-01   4.091860396e+00
2.384892104e+07   1.790175647e+05   9.464795142e+09   4.042125580e+00   4.611218191e+02   1.643493414e+00   3.732405603e-01   4.126522589e+00
2.395984584e+07   1.799477636e+05   9.597076476e+09   4.076382485e+00   4.520663727e+02   1.644003153e+00   3.735397160e-01   4.161445995e+00
2.407127460e+07   1.808830012e+05   9.731130302e+09   4.110899692e+00   4.431839099e+02   1.644505620e+00   3.738356531e-01   4.196635041e+00
2.418321002e+07   1.818233019e+05   9.866975993e+09   4.145676455e+00   4.344727214e+02   1.645000219e+00   3.741281331e-01   4.232090063e+00
2.429565492e+07   1.827686904e+05   1.000464112e+10   4.180715898e+00   4.259314459e+02   1.645485878e+00   3.744167387e-01   4.267814904e+00
2.440861218e+07   1.837191908e+05   1.014414951e+10   4.216018836e+00   4.175587034e+02   1.645962358e+00   3.747012019e-01   4.303811639e+00
2.452208480e+07   1.846748272e+05   1.028552502e+10   4.251586188e+00   4.093532397e+02   1.646429181e+00   3.749812543e-01   4.340082241e+00
2.463607587e+07   1.856356236e+05   1.042879149e+10   4.287419796e+00   4.013139570e+02   1.646884680e+00   3.752565086e-01   4.376628567e+00
2.475058857e+07   1.866016033e+05   1.057397425e+10   4.323520412e+00   3.934397862e+02   1.647328854e+00   3.755266070e-01   4.413453016e+00
2.486562626e+07   1.875727897e+05   1.072110236e+10   4.359889619e+00   3.857297570e+02   1.647759914e+00   3.757911325e-01   4.450559452e+00
2.498119230e+07   1.885492059e+05   1.087019891e+10   4.396536753e+00   3.781832907e+02   1.648176789e+00   3.760494888e-01   4.487949063e+00
2.509728998e+07   1.895308742e+05   1.102129072e+10   4.433466313e+00   3.707995213e+02   1.648579836e+00   3.763017058e-01   4.525624531e+00
2.521392249e+07   1.905178168e+05   1.117440313e+10   4.470683092e+00   3.635775236e+02   1.648968577e+00   3.765478432e-01   4.563587791e+00
2.533109296e+07   1.915100559e+05   1.132957488e+10   4.508190662e+00   3.565162150e+02   1.649344683e+00   3.767885268e-01   4.601846246e+00
2.544880448e+07   1.925076146e+05   1.148681939e+10   4.545986572e+00   3.496141467e+02   1.649708033e+00   3.770239949e-01   4.640396557e+00
2.556706012e+07   1.935105160e+05   1.164617389e+10   4.584076608e+00   3.428701453e+02   1.650060058e+00   3.772545159e-01   4.679245194e+00
2.568586290e+07   1.945187837e+05   1.180766076e+10   4.622461315e+00   3.362827618e+02   1.650401354e+00   3.774805367e-01   4.718392313e+00
2.580521583e+07   1.955324416e+05   1.197131127e+10   4.661141897e+00   3.298505968e+02   1.650732517e+00   3.777021766e-01   4.757841609e+00
2.592512190e+07   1.965515142e+05   1.213715598e+10   4.700121062e+00   3.235724193e+02   1.651054621e+00   3.779199719e-01   4.797596315e+00
2.604558406e+07   1.975760265e+05   1.230522245e+10   4.739399483e+00   3.174471422e+02   1.651369095e+00   3.781341910e-01   4.837658295e+00
2.616660525e+07   1.986060036e+05   1.247553900e+10   4.778978263e+00   3.114740587e+02   1.651675701e+00   3.783450723e-01   4.878029596e+00
2.628818843e+07   1.996414711e+05   1.264813840e+10   4.818861379e+00   3.056530798e+02   1.651975870e+00   3.785527945e-01   4.918713903e+00
2.641033679e+07   2.006824564e+05   1.282305121e+10   4.859050862e+00   2.999792101e+02   1.652268767e+00   3.787566721e-01   4.959713818e+00
2.653305388e+07   2.017289849e+05   1.300030500e+10   4.899558798e+00   2.944325234e+02   1.652544975e+00   3.789531887e-01   5.001030688e+00
2.665634317e+07   2.027810783e+05   1.317993701e+10   4.940389262e+00   2.890072117e+02   1.652806759e+00   3.791429400e-01   5.042669640e+00
2.678020805e+07   2.038387591e+05   1.336198002e+10   4.981542744e+00   2.836991352e+02   1.653056741e+00   3.793267906e-01   5.084633855e+00
2.690465171e+07   2.049020503e+05   1.354646087e+10   5.023023500e+00   2.785045986e+02   1.653296471e+00   3.795054853e-01   5.126924052e+00
2.702967722e+07   2.059709759e+05   1.373341978e+10   5.064832690e+00   2.734200948e+02   1.653527141e+00   3.796799481e-01   5.169545980e+00
2.715528745e+07   2.070455605e+05   1.392288953e+10   5.106974099e+00   2.684424398e+02   1.653752804e+00   3.798511028e-01   5.212502316e+00
2.728148517e+07   2.081258299e+05   1.411489248e+10   5.149445215e+00   2.635684864e+02   1.653974175e+00   3.800196648e-01   5.255791595e+00
2.740827299e+07   2.092118106e+05   1.430947781e+10   5.192251949e+00   2.587955067e+02   1.654193878e+00   3.801866472e-01   5.299422443e+00
2.753565333e+07   2.103035305e+05   1.450667083e+10   5.235391573e+00   2.541206967e+02   1.654414654e+00   3.803530335e-01   5.343394181e+00
2.766362846e+07   2.114010183e+05   1.470650434e+10   5.278866415e+00   2.495415278e+02   1.654637814e+00   3.805199564e-01   5.387708851e+00
2.779220061e+07   2.125043049e+05   1.490901262e+10   5.322677045e+00   2.450555394e+02   1.654865980e+00   3.806880713e-01   5.432368853e+00
2.792137221e+07   2.136134227e+05   1.511423439e+10   5.366831405e+00   2.406605474e+02   1.655096412e+00   3.808559775e-01   5.477378050e+00
2.805114594e+07   2.147284019e+05   1.532220095e+10   5.411338146e+00   2.363544731e+02   1.655323148e+00   3.810212910e-01   5.522737455e+00
2.818152448e+07   2.158492703e+05   1.553295404e+10   5.456200820e+00   2.321352004e+02   1.655547857e+00   3.811842501e-01   5.568451868e+00
2.831251047e+07   2.169760559e+05   1.574652493e+10   5.501419332e+00   2.280006020e+02   1.655769467e+00   3.813451827e-01   5.614522070e+00
2.844410649e+07   2.181087864e+05   1.596295238e+10   5.546995011e+00   2.239486509e+02   1.655989408e+00   3.815043271e-01   5.660951465e+00
2.857631494e+07   2.192474891e+05   1.618227810e+10   5.592934157e+00   2.199774836e+02   1.656207323e+00   3.816618025e-01   5.707744364e+00
2.870913818e+07   2.203921912e+05   1.640453488e+10   5.639235047e+00   2.160851176e+02   1.656423092e+00   3.818179071e-01   5.754901708e+00
2.884257865e+07   2.215429212e+05   1.662975997e+10   5.685893101e+00   2.122695632e+02   1.656637669e+00   3.819735646e-01   5.802425883e+00
2.897663886e+07   2.226997096e+05   1.685799211e+10   5.732907793e+00   2.085289531e+02   1.656852007e+00   3.821291625e-01   5.850319606e+00
2.911132130e+07   2.238625874e+05   1.708927304e+10   5.780283422e+00   2.048615448e+02   1.657065749e+00   3.822849691e-01   5.898586483e+00
2.924662848e+07   2.250315863e+05   1.732363999e+10   5.828017545e+00   2.012654951e+02   1.657279968e+00   3.824411035e-01   5.947228347e+00
2.938256302e+07   2.262067383e+05   1.756113470e+10   5.876119429e+00   1.977391891e+02   1.657493114e+00   3.825969994e-01   5.996248461e+00
2.951912753e+07   2.273880746e+05   1.780179590e+10   5.924596466e+00   1.942809762e+02   1.657705784e+00   3.827517927e-01   6.045648899e+00
2.965632462e+07   2.285756258e+05   1.804566681e+10   5.973451457e+00   1.908891163e+02   1.657917023e+00   3.829056025e-01   6.095433160e+00
2.979415688e+07   2.297694226e+05   1.829279065e+10   6.022685880e+00   1.875658724e+02   1.658127427e+00   3.830586374e-01   6.145604572e+00
2.993262692e+07   2.309694961e+05   1.854320168e+10   6.072298551e+00   1.843166828e+02   1.658336520e+00   3.832109869e-01   6.196163224e+00
3.007173736e+07   2.321758775e+05   1.879694760e+10   6.122295379e+00   1.811387517e+02   1.658544779e+00   3.833627105e-01   6.247113674e+00
3.021149080e+07   2.333885983e+05   1.905407608e+10   6.172675655e+00   1.780292253e+02   1.658751965e+00   3.835140169e-01   6.298460261e+00
3.035188990e+07   2.346076905e+05   1.931462437e+10   6.223440833e+00   1.749855087e+02   1.658957720e+00   3.836648762e-01   6.350203620e+00
3.049293729e+07   2.358331861e+05   1.957863718e+10   6.274590811e+00   1.720051635e+02   1.659161568e+00   3.838155866e-01   6.402346762e+00
3.063463564e+07   2.370651176e+05   1.984616369e+10   6.326127666e+00   1.690859251e+02   1.659364223e+00   3.839661479e-01   6.454894005e+00
3.077698761e+07   2.383035176e+05   2.011724412e+10   6.378057777e+00   1.662256962e+02   1.659564495e+00   3.841166794e-01   6.507846507e+00
3.091999579e+07   2.395484195e+05   2.039192617e+10   6.430388831e+00   1.634224728e+02   1.659763813e+00   3.842669725e-01   6.561207734e+00
3.106366277e+07   2.407998565e+05   2.067025900e+10   6.483126482e+00   1.606742772e+02   1.659960508e+00   3.844167590e-01   6.614981455e+00
3.120799124e+07   2.420578614e+05   2.095228285e+10   6.536268710e+00   1.579790673e+02   1.660155058e+00   3.845657110e-01   6.669168377e+00
3.135298402e+07   2.433224668e+05   2.123804986e+10   6.589820691e+00   1.553349025e+02   1.660346031e+00   3.847133219e-01   6.723772939e+00
3.149864406e+07   2.445937054e+05   2.152761817e+10   6.643783231e+00   1.527397665e+02   1.660533428e+00   3.848594427e-01   6.778801305e+00
3.164497442e+07   2.458716091e+05   2.182102203e+10   6.698156017e+00   1.501915759e+02   1.660716414e+00   3.850035071e-01   6.834251794e+00
3.179197831e+07   2.471562096e+05   2.211831659e+10   6.752942695e+00   1.476881943e+02   1.660894632e+00   3.851452768e-01   6.890129301e+00
3.193965906e+07   2.484475381e+05   2.241955698e+10   6.808142649e+00   1.452272748e+02   1.661067843e+00   3.852843344e-01   6.946438523e+00
3.208802014e+07   2.497456255e+05   2.272479236e+10   6.863760414e+00   1.428062813e+02   1.661235809e+00   3.854204714e-01   7.003182081e+00
3.223706514e+07   2.510505029e+05   2.303407788e+10   6.919800362e+00   1.404241292e+02   1.661396265e+00   3.855530024e-01   7.060364299e+00
3.238679773e+07   2.523622004e+05   2.334746569e+10   6.976275464e+00   1.380834089e+02   1.661549449e+00   3.856811523e-01   7.117988403e+00
3.253722150e+07   2.536807467e+05   2.366501391e+10   7.033189175e+00   1.357843734e+02   1.661694765e+00   3.858050704e-01   7.176059337e+00
3.268834000e+07   2.550061713e+05   2.398677766e+10   7.090546095e+00   1.335268963e+02   1.661832333e+00   3.859249949e-01   7.234580887e+00
3.284015674e+07   2.563385034e+05   2.431280762e+10   7.148350276e+00   1.313106538e+02   1.661962986e+00   3.860410452e-01   7.293555304e+00
3.299267518e+07   2.576777729e+05   2.464316487e+10   7.206605162e+00   1.291351956e+02   1.662086487e+00   3.861533403e-01   7.352987824e+00
3.314589877e+07   2.590240095e+05   2.497791052e+10   7.265313030e+00   1.269999844e+02   1.662204385e+00   3.862624168e-01   7.412883477e+00
3.329983088e+07   2.603772436e+05   2.531709671e+10   7.324479093e+00   1.249044586e+02   1.662316084e+00   3.863681555e-01   7.473244357e+00
3.345447484e+07   2.617375057e+05   2.566078305e+10   7.384104536e+00   1.228479884e+02   1.662422419e+00   3.864710927e-01   7.534074633e+00
3.360983395e+07   2.631048270e+05   2.600903511e+10   7.444195667e+00   1.208299678e+02   1.662523508e+00   3.865714669e-01   7.595380027e+00
3.376591143e+07   2.644792387e+05   2.636190653e+10   7.504752946e+00   1.188497300e+02   1.662620306e+00   3.866694868e-01   7.657162494e+00
3.392271046e+07   2.658607728e+05   2.671945989e+10   7.565779072e+00   1.169066215e+02   1.662713528e+00   3.867655694e-01   7.719426449e+00
3.408023411e+07   2.672494615e+05   2.708175778e+10   7.627280452e+00   1.150000157e+02   1.662803054e+00   3.868600130e-01   7.782176094e+00
3.423848538e+07   2.686453375e+05   2.744885981e+10   7.689258638e+00   1.131292489e+02   1.662890315e+00   3.869531155e-01   7.845414542e+00
3.439746719e+07   2.700484342e+05   2.782083154e+10   7.751715222e+00   1.112936623e+02   1.662975550e+00   3.870453537e-01   7.909146425e+00
3.455718243e+07   2.714587854e+05   2.819772959e+10   7.814649844e+00   1.094925894e+02   1.663059711e+00   3.871371746e-01   7.973373571e+00
3.471763386e+07   2.728764257e+05   2.857962847e+10   7.878072405e+00   1.077254426e+02   1.663143873e+00   3.872287571e-01   8.038102748e+00
3.487882419e+07   2.743013902e+05   2.896657586e+10   7.941977331e+00   1.059915339e+02   1.663227916e+00   3.873208463e-01   8.103332802e+00
3.504075626e+07   2.757337165e+05   2.935865819e+10   8.006376634e+00   1.042903000e+02   1.663312197e+00   3.874129355e-01   8.169073377e+00
3.520343322e+07   2.771734411e+05   2.975592613e+10   8.071283813e+00   1.026211924e+02   1.663392067e+00   3.875025809e-01   8.235323752e+00
3.536685827e+07   2.786205963e+05   3.015845418e+10   8.136708591e+00   1.009836486e+02   1.663467407e+00   3.875893652e-01   8.302089912e+00
3.553103448e+07   2.800752141e+05   3.056631684e+10   8.202653379e+00   9.937706845e+01   1.663538575e+00   3.876736462e-01   8.369377605e+00
3.569596490e+07   2.815373272e+05   3.097957075e+10   8.269121226e+00   9.780086576e+01   1.663606405e+00   3.877559304e-01   8.437187363e+00
3.586165252e+07   2.830069689e+05   3.139828742e+10   8.336113770e+00   9.625445606e+01   1.663671732e+00   3.878363371e-01   8.505523662e+00
3.602810026e+07   2.844841733e+05   3.182255328e+10   8.403634595e+00   9.473727707e+01   1.663735390e+00   3.879154027e-01   8.574394826e+00
3.619531097e+07   2.859689745e+05   3.225243092e+10   8.471686653e+00   9.324877391e+01   1.663797259e+00   3.879934251e-01   8.643802375e+00
3.636328747e+07   2.874614075e+05   3.268798590e+10   8.540272458e+00   9.178840155e+01   1.663858771e+00   3.880706429e-01   8.713748446e+00
3.653203248e+07   2.889615079e+05   3.312930763e+10   8.609395190e+00   9.035563225e+01   1.663919926e+00   3.881475031e-01   8.784241416e+00
3.670154870e+07   2.904693119e+05   3.357646465e+10   8.679056113e+00   8.894994591e+01   1.663981795e+00   3.882242739e-01   8.855283742e+00
3.687183879e+07   2.919848565e+05   3.402952254e+10   8.749255052e+00   8.757084132e+01   1.664044619e+00   3.883012533e-01   8.926876884e+00
3.704290540e+07   2.935081790e+05   3.448855281e+10   8.819993463e+00   8.621787057e+01   1.664108515e+00   3.883787692e-01   8.999023705e+00
3.721475109e+07   2.950393173e+05   3.495365977e+10   8.891275911e+00   8.489070080e+01   1.664174795e+00   3.884571493e-01   9.071735512e+00
3.738737838e+07   2.965783101e+05   3.542489409e+10   8.963102195e+00   8.358910784e+01   1.664243221e+00   3.885366321e-01   9.145009130e+00
